상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,시,구,동,그외주소,구_동
MA010120220812500274,딜리셔스,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11350,노원구,11350624,중계4동,1135010600,중계동,1135010600101540041,1,대지,154,41.0,서울특별시 노원구 중계동 154-41,113504130155,서울특별시 노원구 덕릉로83길,15.0,,1135010600101540041010272,,서울특별시 노원구 덕릉로83길 15,139856,1662,,4,,127.074410720297,37.659856565924,서울특별시,노원구,중계동,154-41,노원구 중계동
MA010120220813683022,에스엔에스피씨,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,2,,126.923434201278,37.5561009615472,서울특별시,마포구,동교동,165-8,마포구 동교동
MA010120220800917291,스타포스PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11260,중랑구,11260590,상봉2동,1126010200,상봉동,1126010200101150020,1,대지,115,20.0,서울특별시 중랑구 상봉동 115-20,112603005032,서울특별시 중랑구 망우로,274.0,,1126010200101150020015648,,서울특별시 중랑구 망우로 274,131860,2137,,2,,127.083022513319,37.5954634601994,서울특별시,중랑구,상봉동,115-20,중랑구 상봉동
MA010120220804682972,아지트PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11500,강서구,11500540,화곡1동,1150010300,화곡동,1150010300109370013,1,대지,937,13.0,서울특별시 강서구 화곡동 937-13,115004145443,서울특별시 강서구 월정로18길,3.0,,1150010300109370013024278,,서울특별시 강서구 월정로18길 3,157910,7775,,,,126.839055282875,37.5293516195316,서울특별시,강서구,화곡동,937-13,강서구 화곡동
MA010120220805429526,쓰리팝피씨방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11170,용산구,11170590,용문동,1117012100,용문동,1117012100100380214,1,대지,38,214.0,서울특별시 용산구 용문동 38-214,111704106531,서울특별시 용산구 효창원로37길,29.0,,1117012100100380214015291,진로마트,서울특별시 용산구 효창원로37길 29,140832,4356,,2,,126.958758275474,37.538153636015,서울특별시,용산구,용문동,38-214,용산구 용문동
MA010120220811740868,시즌원PC가락,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11710,송파구,11710620,가락본동,1171010700,가락동,1171010700100160018,1,대지,16,18.0,서울특별시 송파구 가락동 16-18,117104169370,서울특별시 송파구 양재대로66길,33.0,,1171010700100160018006636,,서울특별시 송파구 양재대로66길 33,138800,5703,,1,,127.124957619697,37.5004142455781,서울특별시,송파구,가락동,16-18,송파구 가락동
MA0101202302A0110724,3POPPC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11620,관악구,11620595,청룡동,1162010100,봉천동,1162010100109300039,1,대지,930,39.0,서울특별시 관악구 봉천동 930-39,116202000003,서울특별시 관악구 남부순환로,1716.0,,1162010100109300039028115,은혜빌딩,서울특별시 관악구 남부순환로 1716,151844,8784,,1,,126.940602956568,37.4825327083727,서울특별시,관악구,봉천동,930-39,관악구 봉천동
MA0101202308A0061787,쿡몬스터,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11740,강동구,11740530,명일1동,1174010100,명일동,1174010100103460001,1,대지,346,1.0,서울특별시 강동구 명일동 346-1,117402000006,서울특별시 강동구 양재대로,1576.0,,1174010100103460001019554,삼익빌딩,서울특별시 강동구 양재대로 1576,134830,5296,,1,,127.143435206147,37.54615226649,서울특별시,강동구,명일동,346-1,강동구 명일동
MA010120220805458585,제로백PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11620,관악구,11620695,신림동,1162010200,신림동,1162010200114320073,1,대지,1432,73.0,서울특별시 관악구 신림동 1432-73,116203120005,서울특별시 관악구 신림로,351.0,3.0,1162010200114320073013238,,서울특별시 관악구 신림로 351-3,151892,8760,,2,,126.929396572835,37.4857926074497,서울특별시,관악구,신림동,1432-73,관악구 신림동
MA0101202301A0097374,녹스PC방,관악점,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11620,관악구,11620545,청림동,1162010100,봉천동,1162010100100140052,1,대지,14,52.0,서울특별시 관악구 봉천동 14-52,116203120001,서울특별시 관악구 관악로,268.0,,1162010100100140052036047,,서울특별시 관악구 관악로 268,151803,8733,,1,,126.958257382059,37.4879157957814,서울특별시,관악구,봉천동,14-52,관악구 봉천동
MA0101202306A0051663,툰PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11740,강동구,11740650,성내2동,1174010800,성내동,1174010800104080014,1,대지,408,14.0,서울특별시 강동구 성내동 408-14,117403124007,서울특별시 강동구 성안로,75.0,,1174010800104080014006320,,서울특별시 강동구 성안로 75,134032,5390,,2,,127.131724856558,37.5303343003018,서울특별시,강동구,성내동,408-14,강동구 성내동
MA010120220812058194,오즈아레나피씨까페,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11680,강남구,11680700,세곡동,1168011200,자곡동,1168011200106350000,1,대지,635,,서울특별시 강남구 자곡동 635,116803122014,서울특별시 강남구 자곡로,110.0,,1168011200106350000000001,고수일레븐,서울특별시 강남구 자곡로 110,135190,6373,,1,,127.095691055037,37.4720266461129,서울특별시,강남구,자곡동,635,강남구 자곡동
MA010120220802884690,놀이터PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11545,금천구,11545690,시흥3동,1154510300,시흥동,1154510300109840023,1,대지,984,23.0,서울특별시 금천구 시흥동 984-23,115452005010,서울특별시 금천구 시흥대로,89.0,,1154510300109840023016465,,서울특별시 금천구 시흥대로 89,153863,8639,,1,,126.903100082657,37.4421657762701,서울특별시,금천구,시흥동,984-23,금천구 시흥동
MA010120220813949134,젠지PCCafe,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11410,서대문구,11410585,신촌동,1141011600,창천동,1141011600100200026,1,대지,20,26.0,서울특별시 서대문구 창천동 20-26,114103005057,서울특별시 서대문구 신촌로,127.0,,1141011600100200030022428,신촌르메이에르타운3,서울특별시 서대문구 신촌로 127,120833,3780,,1,,126.939976134226,37.556448867196,서울특별시,서대문구,창천동,20-26,서대문구 창천동
MA010120220812620306,블리츠피씨방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11740,강동구,11740640,성내1동,1174010800,성내동,1174010800105500001,1,대지,550,1.0,서울특별시 강동구 성내동 550-1,117403124006,서울특별시 강동구 성내로,34.0,,1174010800105500001007000,,서울특별시 강동구 성내로 34,134851,5399,,2,,127.123989182174,37.529087778098,서울특별시,강동구,성내동,550-1,강동구 성내동
MA0101202301A0047843,제로100PC신대방,삼거리점,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11590,동작구,11590550,상도3동,1159010200,상도동,1159010200103200021,1,대지,320,21.0,서울특별시 동작구 상도동 320-21,115903119005,서울특별시 동작구 상도로,102.0,,1159010200103240001025261,성대시장,서울특별시 동작구 상도로 102,156033,7041,,,,126.931761952017,37.4999334554962,서울특별시,동작구,상도동,320-21,동작구 상도동
MA010120220808461297,스토리피씨랩,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11230,동대문구,11230560,전농1동,1123010400,전농동,1123010400101240002,1,대지,124,2.0,서울특별시 동대문구 전농동 124-2,112303105004,서울특별시 동대문구 서울시립대로,147.0,,1123010400101240002028206,우성빌딩,서울특별시 동대문구 서울시립대로 147,130852,2557,,2,,127.053134755603,37.5832345840929,서울특별시,동대문구,전농동,124-2,동대문구 전농동
