상가업소번호,상호명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,지번주소,도로명코드,도로명,도로명주소,구우편번호,신우편번호,경도,위도,시,구,동,그외주소,구_동,학교,술집,노래방,다른 포토부스 개수
MA010120220813736635,봄스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73302,상업용 사진 촬영업,11305,강북구,11305645,우이동,1130510400,우이동,1130510400100560001,서울특별시 강북구 우이동 56-1,113054124201,서울특별시 강북구 삼양로155가길,서울특별시 강북구 삼양로155가길 30,142892,1005,127.012925243492,37.6572586744871,서울특별시,강북구,우이동,56-1,강북구 우이동,17,22,16,0
MA010120220800030640,사진관,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11110,종로구,11110600,가회동,1111014800,계동,1111014800101330006,서울특별시 종로구 계동 133-6,111104100014,서울특별시 종로구 계동길,서울특별시 종로구 계동길 84-3,110801,3057,126.986835981615,37.5812875277208,서울특별시,종로구,계동,133-6,종로구 계동,73,147,9,0
MA010120220803731446,포토클럽,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11215,광진구,11215870,구의3동,1121510300,구의동,1121510300105460004,서울특별시 광진구 구의동 546-4,112154112040,서울특별시 광진구 광나루로56길,서울특별시 광진구 광나루로56길 85,143721,5116,127.095680669092,37.53571340911,서울특별시,광진구,구의동,546-4,광진구 구의동,33,81,46,0
MA0101202303A0018227,하루필름,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11290,성북구,11290575,동선동,1129011600,동선동1가,1129011600100850097,서울특별시 성북구 동선동1가 85-97,112904121096,서울특별시 성북구 동소문로22길,서울특별시 성북구 동소문로22길 31,136051,2845,127.018106861751,37.5916344429016,서울특별시,성북구,동선동1가,85-97,성북구 동선동1가,76,207,52,0
MA0101202212C0017895,스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11440,마포구,11440710,연남동,1144012400,연남동,1144012400104870351,서울특별시 마포구 연남동 487-351,114404139110,서울특별시 마포구 동교로23길,서울특별시 마포구 동교로23길 98-7,121868,3986,126.917937309868,37.5597629882005,서울특별시,마포구,연남동,487-351,마포구 연남동,49,638,70,0
MA0101202308A0026197,이음스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73302,상업용 사진 촬영업,11740,강동구,11740640,성내1동,1174010800,성내동,1174010800105350000,서울특별시 강동구 성내동 535,117404172169,서울특별시 강동구 성내로5길,서울특별시 강동구 성내로5길 30,134850,5397,127.123988732227,37.5310610890775,서울특별시,강동구,성내동,535,강동구 성내동,28,203,55,0
MA010120220806754291,나인포토,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11590,동작구,11590510,노량진1동,1159010100,노량진동,1159010100101190144,서울특별시 동작구 노량진동 119-144,115903119002,서울특별시 동작구 만양로,서울특별시 동작구 만양로 90-1,156801,6913,126.944480481845,37.5115091167124,서울특별시,동작구,노량진동,119-144,동작구 노량진동,27,96,49,0
MA0101202311A0094948,코즈닉스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11200,성동구,11200540,마장동,1120010500,마장동,1120010500105180014,서울특별시 성동구 마장동 518-14,112003005030,서울특별시 성동구 고산자로,서울특별시 성동구 고산자로 308,133814,4749,127.037016886441,37.567029561404,서울특별시,성동구,마장동,518-14,성동구 마장동,42,193,62,0
MA0101202210A0039773,포토이즘컬러드,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450057,서울특별시 동대문구 회기동 45-57,112303105020,서울특별시 동대문구 회기로,서울특별시 동대문구 회기로 161,130872,2452,127.054001040481,37.5908283177483,서울특별시,동대문구,회기동,45-57,동대문구 회기동,73,215,53,0
MA0101202301A0030431,시안사진관,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11350,노원구,11350720,상계10동,1135010500,상계동,1135010500106930000,서울특별시 노원구 상계동 693,113503000001,서울특별시 노원구 동일로,서울특별시 노원구 동일로 1426,139827,1694,127.06053041027,37.6559715026737,서울특별시,노원구,상계동,693,노원구 상계동,54,219,93,0
MA010120220808318898,포토그레이,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11305,강북구,11305635,수유3동,1130510300,수유동,1130510300102240002,서울특별시 강북구 수유동 224-2,113054124141,서울특별시 강북구 도봉로87길,서울특별시 강북구 도봉로87길 31,142878,1072,127.024057029247,37.6388891432512,서울특별시,강북구,수유동,224-2,강북구 수유동,30,292,173,0
MA010120220804379541,사진촬영업,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11350,노원구,11350595,공릉1동,1135010300,공릉동,1135010300106330004,서울특별시 노원구 공릉동 633-4,113503005050,서울특별시 노원구 공릉로,서울특별시 노원구 공릉로 105-1,139808,1849,127.077750866035,37.6197955766281,서울특별시,노원구,공릉동,633-4,노원구 공릉동,38,152,71,0
MA0101202210A0093758,모노맨션,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11680,강남구,11680545,압구정동,1168010700,신사동,1168010700106420028,서울특별시 강남구 신사동 642-28,116804166525,서울특별시 강남구 압구정로48길,서울특별시 강남구 압구정로48길 38,135896,6017,127.036855081837,37.5259494365355,서울특별시,강남구,신사동,642-28,강남구 신사동,41,522,24,0
MA010120220808144758,포토이즘컬러드,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100106190003,서울특별시 강남구 역삼동 619-3,116804166003,서울특별시 강남구 강남대로102길,서울특별시 강남구 강남대로102길 16,135908,6128,127.027163577727,37.5021002299312,서울특별시,강남구,역삼동,619-3,강남구 역삼동,29,566,89,1
MA010120220800011000,포토클럽,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11170,용산구,11170530,남영동,1117010500,남영동,1117010500100180002,서울특별시 용산구 남영동 18-2,111702005005,서울특별시 용산구 한강대로,서울특별시 용산구 한강대로 298,140160,4352,126.972357480195,37.5448774241735,서울특별시,용산구,남영동,18-2,용산구 남영동,68,178,36,0
MA0101202311A0018073,라이트하우스,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11620,관악구,11620745,삼성동,1162010200,신림동,1162010200103060006,서울특별시 관악구 신림동 306-6,116204160759,서울특별시 관악구 호암로18가길,서울특별시 관악구 호암로18가길 1,151929,8821,126.932434093207,37.465420287636,서울특별시,관악구,신림동,306-6,관악구 신림동,36,86,23,0
MA0101202303A0093381,모노맨션,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11740,강동구,11740610,천호2동,1174010900,천호동,1174010900104540064,서울특별시 강동구 천호동 454-64,117404172367,서울특별시 강동구 천호대로157길,서울특별시 강동구 천호대로157길 17,134874,5329,127.126955748927,37.5385978692864,서울특별시,강동구,천호동,454-64,강동구 천호동,27,238,64,0
MA010120220808605966,포토이즘컬러드,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11215,광진구,11215710,화양동,1121510700,화양동,1121510700100480023,서울특별시 광진구 화양동 48-23,112154112312,서울특별시 광진구 아차산로25길,서울특별시 광진구 아차산로25길 8,143917,5019,127.066729065932,37.5417865066894,서울특별시,광진구,화양동,48-23,광진구 화양동,42,453,142,0
MA0101202309A0071400,코즈닉스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11230,동대문구,11230545,제기동,1123010300,제기동,1123010300111150006,서울특별시 동대문구 제기동 1115-6,112304115259,서울특별시 동대문구 약령중앙로4길,서울특별시 동대문구 약령중앙로4길 8-1,130864,2570,127.037486543069,37.5797921830266,서울특별시,동대문구,제기동,1115-6,동대문구 제기동,41,174,50,0
MA0101202305A0042078,그믐달셀프스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73302,상업용 사진 촬영업,11215,광진구,11215760,중곡3동,1121510100,중곡동,1121510100101930057,서울특별시 광진구 중곡동 193-57,112153005027,서울특별시 광진구 면목로,서울특별시 광진구 면목로 142-1,143901,4908,127.081492480744,37.5660774490265,서울특별시,광진구,중곡동,193-57,광진구 중곡동,40,158,63,0
MA0101202306A0090624,추억저장소,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73303,사진 처리업,11440,마포구,11440555,아현동,1144010200,공덕동,1144010200104230029,서울특별시 마포구 공덕동 423-29,114402113001,서울특별시 마포구 마포대로,서울특별시 마포구 마포대로 100,121861,4213,126.951348108955,37.5445215115783,서울특별시,마포구,공덕동,423-29,마포구 공덕동,51,212,53,0
MA010120220800537569,포토시그니처,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11410,서대문구,11410585,신촌동,1141011600,창천동,1141011600100310036,서울특별시 서대문구 창천동 31-36,114103112008,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 24,120834,3776,126.937093972284,37.5577655044565,서울특별시,서대문구,창천동,31-36,서대문구 창천동,73,408,69,0
MA010120220808173722,하루필름,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11620,관악구,11620645,서원동,1162010200,신림동,1162010200116400030,서울특별시 관악구 신림동 1640-30,116204160220,서울특별시 관악구 남부순환로176길,서울특별시 관악구 남부순환로176길 11,151930,8776,126.928559473785,37.4834422889381,서울특별시,관악구,신림동,1640-30,관악구 신림동,32,351,117,0
MA010120220800009705,스튜디오원,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11110,종로구,11110550,부암동,1111018400,부암동,1111018400101860005,서울특별시 종로구 부암동 186-5,111104100294,서울특별시 종로구 자하문로41길,서울특별시 종로구 자하문로41길 7,110816,3021,126.961968538358,37.5971189316897,서울특별시,종로구,부암동,186-5,종로구 부암동,23,11,0,0
MA010120220809771941,포토시그니처,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11740,강동구,11740610,천호2동,1174010900,천호동,1174010900102870002,서울특별시 강동구 천호동 287-2,117403124003,서울특별시 강동구 상암로,서울특별시 강동구 상암로 42,134867,5318,127.127868959602,37.5495704553867,서울특별시,강동구,천호동,287-2,강동구 천호동,26,83,45,0
MA010120220804598954,이음스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,J59202,녹음시설 운영업,11650,서초구,11650652,양재2동,1165010200,양재동,1165010200103540010,서울특별시 서초구 양재동 354-10,116504163031,서울특별시 서초구 강남대로6길,서울특별시 서초구 강남대로6길 28-9,137898,6788,127.043139150916,37.4670534026507,서울특별시,서초구,양재동,354-10,서초구 양재동,14,54,33,0
MA0101202310A0098321,픽닷,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11260,중랑구,11260590,상봉2동,1126010200,상봉동,1126010200101040101,서울특별시 중랑구 상봉동 104-101,112604118287,서울특별시 중랑구 봉우재로33길,서울특별시 중랑구 봉우재로33길 31,131859,2154,127.087581512858,37.5939850369329,서울특별시,중랑구,상봉동,104-101,중랑구 상봉동,40,228,111,0
MA010120220811796023,포토이즘박스,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11215,광진구,11215710,화양동,1121510700,화양동,1121510700100480025,서울특별시 광진구 화양동 48-25,112154112316,서울특별시 광진구 아차산로29길,서울특별시 광진구 아차산로29길 7,143917,5019,127.06809289841,37.5413107099906,서울특별시,광진구,화양동,48-25,광진구 화양동,47,426,138,0
MA010120220808065118,포토시그니처,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100108130008,서울특별시 강남구 역삼동 813-8,116804166346,서울특별시 강남구 봉은사로2길,서울특별시 강남구 봉은사로2길 35,135931,6123,127.02651465473,37.5024282740719,서울특별시,강남구,역삼동,813-8,강남구 역삼동,33,561,87,0
MA010120220807201867,미스터포토,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73303,사진 처리업,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100108270009,서울특별시 강남구 역삼동 827-9,116804166743,서울특별시 강남구 테헤란로4길,서울특별시 강남구 테헤란로4길 31,135935,6240,127.030550758828,37.4964243972138,서울특별시,강남구,역삼동,827-9,강남구 역삼동,34,441,75,0
MA010120220800194063,수스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11440,마포구,11440700,망원2동,1144012300,망원동,1144012300104730005,서울특별시 마포구 망원동 473-5,114403113008,서울특별시 마포구 방울내로,서울특별시 마포구 방울내로 79,121826,3961,126.904058320539,37.56070720142,서울특별시,마포구,망원동,473-5,마포구 망원동,38,175,37,0
MA0101202302A0082400,폴라스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11650,서초구,11650610,방배2동,1165010100,방배동,1165010100104510019,서울특별시 서초구 방배동 451-19,116504163158,서울특별시 서초구 방배천로2안길,서울특별시 서초구 방배천로2안길 51,137818,6692,126.983817032011,37.4792540169367,서울특별시,서초구,방배동,451-19,서초구 방배동,32,307,92,0
MA010120220802284972,수상한사진관,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103580113,서울특별시 마포구 서교동 358-113,114403113015,서울특별시 마포구 어울마당로,서울특별시 마포구 어울마당로 96,121838,4040,126.922260448365,37.5535132814123,서울특별시,마포구,서교동,358-113,마포구 서교동,44,1034,75,0
MA0101202303A0007487,픽닷,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103940020,서울특별시 마포구 서교동 394-20,114404139430,서울특별시 마포구 양화로6길,서울특별시 마포구 양화로6길 21,121893,4044,126.915498616605,37.5491894504712,서울특별시,마포구,서교동,394-20,마포구 서교동,29,812,68,0
MA010120220805643247,추억저장소,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11320,도봉구,11320690,방학1동,1132010600,방학동,1132010600106720027,서울특별시 도봉구 방학동 672-27,113203005048,서울특별시 도봉구 방학로,서울특별시 도봉구 방학로 135,132849,1389,127.037166217171,37.6626129317577,서울특별시,도봉구,방학동,672-27,도봉구 방학동,34,110,69,0
MA010120220805436174,모션픽쳐,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11200,성동구,11200650,성수1가1동,1120011400,성수동1가,1120011400106561222,서울특별시 성동구 성수동1가 656-1222,112004109156,서울특별시 성동구 뚝섬로1길,서울특별시 성동구 뚝섬로1길 25,133821,4778,127.046382168442,37.5436332843543,서울특별시,성동구,성수동1가,656-1222,성동구 성수동1가,35,222,55,1
MA010120220814126254,제이에스스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11290,성북구,11290575,동선동,1129011000,동소문동7가,1129011000100020026,서울특별시 성북구 동소문동7가 2-26,112904121088,서울특별시 성북구 동소문로13나길,서울특별시 성북구 동소문로13나길 96,136037,2830,127.01525745427,37.5956203323165,서울특별시,성북구,동소문동7가,2-26,성북구 동소문동7가,55,199,55,0
MA0101202212A0041441,사진촬영업,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11440,마포구,11440680,합정동,1144012200,합정동,1144012200104330054,서울특별시 마포구 합정동 433-54,114403112014,서울특별시 마포구 동교로,서울특별시 마포구 동교로 40-9,121887,4021,126.907068011378,37.5522563381762,서울특별시,마포구,합정동,433-54,마포구 합정동,31,340,48,0
MA010120220803082680,하루필름,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11110,종로구,11110615,종로1.2.3.4가동,1111013300,익선동,1111013300101660041,서울특별시 종로구 익선동 166-41,111104100198,서울특별시 종로구 수표로28길,서울특별시 종로구 수표로28길 21-4,110340,3133,126.989799642901,37.5731044476391,서울특별시,종로구,익선동,166-41,종로구 익선동,56,606,58,0
MA010120220808425284,폴라스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,L68112,비주거용 건물 임대업,11440,마포구,11440710,연남동,1144012400,연남동,1144012400105670034,서울특별시 마포구 연남동 567-34,114404139443,서울특별시 마포구 연남로1길,서울특별시 마포구 연남로1길 11,121869,3990,126.922372828921,37.5606415231271,서울특별시,마포구,연남동,567-34,마포구 연남동,40,658,50,0
MA010120220804325519,여백스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11290,성북구,11290760,장위1동,1129013800,장위동,1129013800102330634,서울특별시 성북구 장위동 233-634,112903107013,서울특별시 성북구 장위로,서울특별시 성북구 장위로 64,136837,2744,127.043561263206,37.6138018144495,서울특별시,성북구,장위동,233-634,성북구 장위동,40,78,21,0
MA010120220802691670,사람사진으로쓰는이야기,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500100850017,서울특별시 강남구 삼성동 85-17,116804166326,서울특별시 강남구 봉은사로105길,서울특별시 강남구 봉은사로105길 54-3,135871,6080,127.060746308894,37.5180594061953,서울특별시,강남구,삼성동,85-17,강남구 삼성동,26,81,14,0
MA0101202305A0057580,더필름,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11650,서초구,11650531,서초4동,1165010800,서초동,1165010800113080010,서울특별시 서초구 서초동 1308-10,116504163435,서울특별시 서초구 서초대로77길,서울특별시 서초구 서초대로77길 37,137856,6612,127.025085764296,37.5009838132703,서울특별시,서초구,서초동,1308-10,서초구 서초동,33,541,84,1
MA010120220802999282,수상한사진관,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11380,은평구,11380552,갈현2동,1138010400,갈현동,1138010400104560036,서울특별시 은평구 갈현동 456-36,113803111006,서울특별시 은평구 연서로,서울특별시 은평구 연서로 219,122959,3331,126.919705844053,37.6183193454705,서울특별시,은평구,갈현동,456-36,은평구 갈현동,54,200,82,0
MA0101202209A0082518,인생네컷,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11530,구로구,11530540,구로3동,1153010200,구로동,1153010200111240023,서울특별시 구로구 구로동 1124-23,115304148337,서울특별시 구로구 디지털로32길,서울특별시 구로구 디지털로32길 87,152880,8391,126.900102601297,37.4832528727716,서울특별시,구로구,구로동,1124-23,구로구 구로동,39,233,110,0
MA010120220813796131,스튜디오밥,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11440,마포구,11440680,합정동,1144012200,합정동,1144012200104120026,서울특별시 마포구 합정동 412-26,114404139430,서울특별시 마포구 양화로6길,서울특별시 마포구 양화로6길 50,121883,4047,126.916977570388,37.548653391377,서울특별시,마포구,합정동,412-26,마포구 합정동,36,779,60,0
MA010120220808231681,이미지팩토리,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73302,상업용 사진 촬영업,11680,강남구,11680545,압구정동,1168010700,신사동,1168010700105910013,서울특별시 강남구 신사동 591-13,116804166147,서울특별시 강남구 논현로154길,서울특별시 강남구 논현로154길 7,135893,6025,127.02875381417,37.5216481489056,서울특별시,강남구,신사동,591-13,강남구 신사동,27,560,41,0
MA010120220803204268,포토이즘박스,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11290,성북구,11290705,종암동,1129013500,종암동,1129013500100160016,서울특별시 성북구 종암동 16-16,112903005036,서울특별시 성북구 종암로,서울특별시 성북구 종암로 98-4,136858,2797,127.03490653679,37.5989813338642,서울특별시,성북구,종암동,16-16,성북구 종암동,32,52,42,0
MA0101202306A0016154,그믐달셀프스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11170,용산구,11170555,청파동,1117011000,청파동2가,1117011000100630021,서울특별시 용산구 청파동2가 63-21,111704106365,서울특별시 용산구 청파로47길,서울특별시 용산구 청파로47길 78,140132,4310,126.966175792409,37.545093776067,서울특별시,용산구,청파동2가,63-21,용산구 청파동2가,82,163,36,0
MA0101202301A0034280,모노맨션,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11710,송파구,11710650,잠실본동,1171010100,잠실동,1171010100101850007,서울특별시 송파구 잠실동 185-7,117104169204,서울특별시 송파구 백제고분로7길,서울특별시 송파구 백제고분로7길 54,138861,5559,127.084818810062,37.5106614895471,서울특별시,송파구,잠실동,185-7,송파구 잠실동,46,266,85,0
MA0101202209A0073207,그믐달셀프스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103660012,서울특별시 마포구 서교동 366-12,114403113015,서울특별시 마포구 어울마당로,서울특별시 마포구 어울마당로 79,121893,4042,126.921420292813,37.5521270193499,서울특별시,마포구,서교동,366-12,마포구 서교동,43,977,78,0
MA010120220812582309,수스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11140,중구,11140540,회현동,1114012000,봉래동2가,1114012000101220000,서울특별시 중구 봉래동2가 122,111403101023,서울특별시 중구 청파로,서울특별시 중구 청파로 426,100162,4509,126.969491243056,37.5574400165377,서울특별시,중구,봉래동2가,122,중구 봉래동2가,50,216,48,0
MA0101202305A0200537,그믐달셀프스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11440,마포구,11440680,합정동,1144012200,합정동,1144012200104120019,서울특별시 마포구 합정동 412-19,114404139090,서울특별시 마포구 독막로3길,서울특별시 마포구 독막로3길 8,121883,4047,126.916648382959,37.5487224546166,서울특별시,마포구,합정동,412-19,마포구 합정동,34,780,60,0
MA010120220813072663,포토이즘컬러드,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11620,관악구,11620645,서원동,1162010200,신림동,1162010200116400044,서울특별시 관악구 신림동 1640-44,116203120005,서울특별시 관악구 신림로,서울특별시 관악구 신림로 323,151930,8776,126.929535090992,37.4832168596343,서울특별시,관악구,신림동,1640-44,관악구 신림동,32,357,121,0
MA010120220805458753,스튜디오8,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73302,상업용 사진 촬영업,11110,종로구,11110615,종로1.2.3.4가동,1111013800,종로2가,1111013800100750004,서울특별시 종로구 종로2가 75-4,111103100013,서울특별시 종로구 종로,서울특별시 종로구 종로 82-1,110122,3190,126.986638892883,37.5699327230244,서울특별시,종로구,종로2가,75-4,종로구 종로2가,44,683,64,0
MA010120220806154653,셀픽스,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11440,마포구,11440680,합정동,1144012200,합정동,1144012200104120024,서울특별시 마포구 합정동 412-24,114404139430,서울특별시 마포구 양화로6길,서울특별시 마포구 양화로6길 54,121883,4047,126.917193213133,37.5486103171789,서울특별시,마포구,합정동,412-24,마포구 합정동,36,770,60,0
MA010120220806242270,포토그레이,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11650,서초구,11650531,서초4동,1165010800,서초동,1165010800113080010,서울특별시 서초구 서초동 1308-10,116504163435,서울특별시 서초구 서초대로77길,서울특별시 서초구 서초대로77길 37,137856,6612,127.025085764296,37.5009838132703,서울특별시,서초구,서초동,1308-10,서초구 서초동,33,541,84,1
MA010120220808098178,인생네컷,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11710,송파구,11710562,방이2동,1171011100,방이동,1171011100100340002,서울특별시 송파구 방이동 34-2,117104169374,서울특별시 송파구 오금로11길,서울특별시 송파구 오금로11길 11-8,138827,5542,127.108736083943,37.5149712259466,서울특별시,송파구,방이동,34-2,송파구 방이동,25,251,80,0
MA010120220808337558,포토이즘박스,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11740,강동구,11740650,성내2동,1174010800,성내동,1174010800100420005,서울특별시 강동구 성내동 42-5,117404172411,서울특별시 강동구 천호옛14길,서울특별시 강동구 천호옛14길 23,134840,5379,127.126746302806,37.5361814909945,서울특별시,강동구,성내동,42-5,강동구 성내동,22,257,70,0
MA010120220810043669,매직포토,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11410,서대문구,11410585,신촌동,1141011200,대현동,1141011200100400034,서울특별시 서대문구 대현동 40-34,114104136312,서울특별시 서대문구 이화여대1길,서울특별시 서대문구 이화여대1길 15,120808,3766,126.94490013454,37.557204795487,서울특별시,서대문구,대현동,40-34,서대문구 대현동,103,277,60,0
MA010120220811229811,포토이즘박스,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11260,중랑구,11260580,상봉1동,1126010200,상봉동,1126010200105000000,서울특별시 중랑구 상봉동 500,112603005032,서울특별시 중랑구 망우로,서울특별시 중랑구 망우로 353,131221,2087,127.091605360196,37.5983230687909,서울특별시,중랑구,상봉동,500,중랑구 상봉동,46,213,96,0
MA010120220812025482,포토이즘,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11620,관악구,11620645,서원동,1162010200,신림동,1162010200116400040,서울특별시 관악구 신림동 1640-40,116204160541,서울특별시 관악구 신림로59길,서울특별시 관악구 신림로59길 10,151930,8776,126.929174343966,37.4831415064803,서울특별시,관악구,신림동,1640-40,관악구 신림동,32,355,121,0
MA010120220812310532,하루필름,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11200,성동구,11200550,사근동,1120010700,행당동,1120010700100030007,서울특별시 성동구 행당동 3-7,112004109208,서울특별시 성동구 마조로7길,서울특별시 성동구 마조로7길 13,133817,4760,127.039769474855,37.5607086169916,서울특별시,성동구,행당동,3-7,성동구 행당동,77,184,52,0
